id,predicted_label,predicted_proba
1,1,0.5309047698974609
2,1,0.5310023427009583
3,1,0.5307714343070984
4,1,0.5309144258499146
5,1,0.5309183597564697
6,1,0.5309338569641113
7,1,0.5309824347496033
8,1,0.5309513211250305
9,1,0.5310777425765991
10,1,0.5309180617332458
11,1,0.5308265089988708
12,1,0.5308226346969604
13,1,0.5308313965797424
14,1,0.530896782875061
15,1,0.5308061838150024
16,1,0.5309720635414124
17,1,0.5309948921203613
18,1,0.530868411064148
19,1,0.5306994915008545
20,1,0.5309213995933533
21,1,0.5308353304862976
22,1,0.5309315323829651
23,1,0.5308560729026794
24,1,0.5308611989021301
25,1,0.5309558510780334
26,1,0.5308196544647217
27,1,0.5310200452804565
28,1,0.5308770537376404
29,1,0.5309241414070129
30,1,0.5309244990348816
31,1,0.5309189558029175
32,1,0.5308996438980103
33,1,0.5307362079620361
34,1,0.530907928943634
35,1,0.530823290348053
36,1,0.5309280753135681
37,1,0.5308536887168884
38,1,0.5309603810310364
39,1,0.5309256911277771
40,1,0.5308511853218079
41,1,0.5308721661567688
42,1,0.5309361815452576
43,1,0.5308330059051514
44,1,0.5309670567512512
45,1,0.530958354473114
46,1,0.5311039686203003
47,1,0.5309068560600281
48,1,0.5310881733894348
49,1,0.5308334827423096
50,1,0.5309180021286011
51,1,0.5306724309921265
52,1,0.5308102369308472
53,1,0.5309498310089111
54,1,0.5308927893638611
55,1,0.5308931469917297
56,1,0.5308253169059753
57,1,0.5308368802070618
58,1,0.5306763648986816
59,1,0.5308088064193726
60,1,0.530731737613678
61,1,0.5309149026870728
62,1,0.530850887298584
63,1,0.5309478044509888
64,1,0.5308996438980103
65,1,0.5309089422225952
66,1,0.5309651494026184
67,1,0.5308641195297241
68,1,0.5307185649871826
69,1,0.5309335589408875
70,1,0.5308719277381897
71,1,0.530905544757843
72,1,0.5309239625930786
73,1,0.5307877063751221
74,1,0.5308461785316467
75,1,0.5308617353439331
76,1,0.5308842658996582
77,1,0.5308420658111572
78,1,0.5308218002319336
79,1,0.5309553146362305
80,1,0.5308164358139038
81,1,0.5309932231903076
82,1,0.5308190584182739
83,1,0.5308563113212585
84,1,0.5309376120567322
85,1,0.5309450030326843
86,1,0.5308608412742615
87,1,0.5308695435523987
88,1,0.5308035016059875
89,1,0.5308642387390137
90,1,0.5309625267982483
91,1,0.530884325504303
92,1,0.5307859182357788
93,1,0.53083735704422
94,1,0.530870795249939
95,1,0.5308120846748352
96,1,0.530796468257904
97,1,0.5308655500411987
98,1,0.5309725403785706
99,1,0.5309811234474182
100,1,0.5307751297950745
