id,predicted_label,predicted_proba
1,0,0.45038743063618086
2,1,0.580624346055189
3,1,0.6377744405657635
4,1,0.6999528243019731
5,1,0.7173213870583062
6,1,0.7091964001565447
7,1,0.7058714104288747
8,1,0.5611873782858902
9,1,0.7168779918891982
10,1,0.6994386139344319
11,0,0.4796458165542514
12,1,0.6038810743562095
13,1,0.5823519740673826
14,1,0.5941710007555729
15,1,0.6711549323273375
16,1,0.6503018864976505
17,1,0.7436045721789537
18,1,0.6681683871011107
19,0,0.44907337053125645
20,1,0.6474136810267879
21,1,0.7068228524556153
22,1,0.5325325067658917
23,0,0.489225355930426
24,1,0.6038882045013024
25,1,0.6229727711237829
26,1,0.7449238191252101
27,1,0.8318603939259737
28,1,0.7268015049052604
29,1,0.5758949697731188
30,1,0.6813365072941622
31,1,0.6436921608879211
32,1,0.5632812276661477
33,1,0.5118307273524201
34,1,0.7427823245443477
35,1,0.757278668749809
36,1,0.7632570693896282
37,1,0.5291735079033808
38,1,0.6423820690796832
39,1,0.7354180559074711
40,1,0.6013384663510623
41,1,0.7378898540330987
42,1,0.6266775981296477
43,1,0.6907569096636976
44,1,0.6256226329270896
45,0,0.45392962030363665
46,1,0.6725582233159815
47,1,0.6405858927321034
48,1,0.7472911908462612
49,1,0.6907569096636976
50,1,0.6546361728770037
51,0,0.49111785019775667
52,0,0.44155898849720376
53,1,0.6302284160217573
54,0,0.45438321840974927
55,1,0.5091675601268544
56,1,0.6742571554853475
57,1,0.6453023167669336
58,0,0.3055885094345253
59,1,0.5802304269405884
60,0,0.4165848792918162
61,0,0.42919989298890043
62,1,0.5502810139020464
63,1,0.5495759801369628
64,1,0.5260442338577713
65,1,0.5109616151880214
66,1,0.7618735669772774
67,1,0.5449781030923718
68,1,0.5208941301084938
69,0,0.2831683696668396
70,1,0.5473945214183024
71,1,0.6525727572834124
72,1,0.5536951467496752
73,1,0.5150834898417042
74,1,0.695315203447589
75,1,0.6352778464961786
76,1,0.5694341419933105
77,1,0.506871059532223
78,1,0.5311088539468988
79,0,0.48921302771201497
80,0,0.4241578939319638
81,0,0.3698055686729487
82,0,0.35989324505081716
83,0,0.42964359454816836
84,1,0.5936378314154049
85,1,0.6829633724467817
86,0,0.3978897017568056
87,0,0.4987187326348576
88,1,0.7275415976973681
89,1,0.5395460898492734
90,0,0.41289645352359805
91,1,0.5214562917158679
92,1,0.5333438679627204
93,1,0.5675778330751469
94,1,0.6711990112167247
95,1,0.6965781498915664
96,1,0.5577301411390297
97,1,0.576882317643526
98,0,0.4572629338619466
99,1,0.669318317883014
100,0,0.49753015497058917
