id,predicted_label,predicted_proba
1,0,0.2923620896339947
2,1,0.6828664029113213
3,1,0.7764390181114845
4,1,0.8792375848422436
5,1,0.8539766541998469
6,1,0.8219108721887759
7,1,0.8275992417496228
8,1,0.526140309197174
9,1,0.8565776214633739
10,1,0.7987756825028616
11,0,0.4641767296331236
12,1,0.5241916570805506
13,1,0.6613034683603858
14,1,0.6182667114818752
15,1,0.7654572214804575
16,1,0.8716597931159273
17,1,0.9174340745790528
18,1,0.7741699194236672
19,0,0.31706016781599866
20,1,0.8175331409435611
21,1,0.8935426389167137
22,1,0.6084251367514754
23,0,0.47006419036311753
24,1,0.6666314930790319
25,1,0.6927467450617882
26,1,0.9381282570745132
27,1,0.9385539162935862
28,1,0.85610726298073
29,1,0.6198545191083038
30,1,0.8686949727849876
31,1,0.6976201881360998
32,1,0.7194864733315106
33,0,0.4819570908634051
34,1,0.8908501657799889
35,1,0.8928418775582854
36,1,0.9580215168669618
37,1,0.6235417654184856
38,1,0.6565981166799646
39,1,0.9048449263021433
40,1,0.8075220137752431
41,1,0.8796112743707339
42,1,0.7581438021332577
43,1,0.8060112325627372
44,1,0.7955629907605152
45,0,0.27655968640292883
46,1,0.8654560251158429
47,1,0.7547404256041258
48,1,0.7708560682570458
49,1,0.8060112325627372
50,1,0.7878780122582129
51,0,0.48153768847113926
52,0,0.2776818225777274
53,1,0.7696843461031369
54,1,0.5435764111049517
55,1,0.6404802760678928
56,1,0.8541920854135491
57,1,0.7463948223021462
58,0,0.20613784430330884
59,1,0.7570715720353783
60,0,0.3843743644498298
61,0,0.38487332232006316
62,1,0.6887842482588241
63,1,0.7226536201875571
64,1,0.5133966896124104
65,1,0.5778973244122328
66,1,0.8994851137250325
67,1,0.5519506433455568
68,1,0.5059934381689957
69,0,0.1724947227309841
70,1,0.6027894621377077
71,1,0.7226113123240622
72,1,0.636372085096658
73,1,0.5287137798019201
74,1,0.7704632573901159
75,1,0.8550630566123435
76,1,0.6691882050191719
77,1,0.5895791345775058
78,1,0.5094968552018394
79,1,0.5295791849495458
80,0,0.3114503300268561
81,0,0.13789821694262094
82,0,0.31997343093637615
83,0,0.4445148585904187
84,1,0.7081299502072425
85,1,0.8520111610277192
86,0,0.27781740019335593
87,0,0.4720547063782235
88,1,0.950335535860762
89,1,0.6595532144018491
90,0,0.48534712695455395
91,1,0.6589283426506649
92,1,0.6019963125468517
93,1,0.736148282396721
94,1,0.8647982553409923
95,1,0.8417459519702685
96,1,0.531820467580831
97,1,0.560695705052757
98,1,0.5873754572107002
99,1,0.8166839937959512
100,0,0.4114674200757278
