id,predicted_label,predicted_proba
1,1,0.5301699539632212
2,1,0.5262520156205314
3,1,0.5597797786627376
4,1,0.5590867674805625
5,1,0.7158521230233621
6,1,0.6144464653814169
7,1,0.5912786185040515
8,1,0.5684659661255516
9,1,0.5880923425385265
10,1,0.5848305650596493
11,1,0.5865941060988447
12,1,0.5579360759779295
13,1,0.553958471137827
14,1,0.6279069903405562
15,1,0.5855431824033049
16,1,0.5988702984747958
17,1,0.7231533333216401
18,1,0.5943923958421045
19,0,0.456577823841313
20,1,0.6453052238454005
21,1,0.6064892379746386
22,1,0.7090907458273334
23,1,0.5077691613480826
24,1,0.5394073835550353
25,1,0.6392956046810174
26,1,0.5968166007721238
27,1,0.7664572717865628
28,1,0.6270546682642576
29,1,0.6434018710656385
30,1,0.6354241294139092
31,1,0.5984454465771938
32,1,0.6832057750109191
33,0,0.46452675186079906
34,1,0.6101618800641131
35,1,0.5832995008765189
36,1,0.6491225991238885
37,1,0.5732734266275085
38,1,0.7103917752219283
39,1,0.6049338055742431
40,1,0.5487926778567341
41,1,0.6056718572419171
42,1,0.6312707961731785
43,1,0.5857514781396895
44,1,0.5884726171615167
45,1,0.5916028719922194
46,1,0.5468558287337649
47,1,0.6277244910567465
48,1,0.6720489546930645
49,1,0.5836893293691189
50,1,0.5900078525964743
51,0,0.4258622531529932
52,0,0.49191181229998243
53,1,0.5027597344617589
54,1,0.5339701876220646
55,1,0.5733608476484698
56,0,0.4524254290549823
57,1,0.6050075635865593
58,0,0.36831427742949274
59,1,0.550781402645361
60,0,0.43318240500174326
61,0,0.4815051010745653
62,1,0.5360335928340264
63,1,0.6537542543831013
64,1,0.5369954207649065
65,1,0.59362583081444
66,1,0.6270774444872034
67,1,0.5162019480308643
68,0,0.47130320081470256
69,0,0.49211949997904286
70,1,0.6082039279010978
71,1,0.6142507702094597
72,1,0.5666278126707027
73,0,0.48625721639865244
74,1,0.5859399426578997
75,1,0.6385687101872229
76,1,0.5010216466248428
77,1,0.5760624267866701
78,1,0.5359280411335418
79,1,0.5471013783386057
80,0,0.49176702590404003
81,1,0.6250659205319752
82,0,0.4380815735484439
83,1,0.5516814947841735
84,0,0.48214756541570164
85,1,0.6308037890749455
86,1,0.5352809731670783
87,1,0.5704256459040371
88,1,0.5550983794527442
89,1,0.5304507926677575
90,1,0.5218767651425931
91,1,0.6090467107383539
92,0,0.4156511337785837
93,0,0.475293462385829
94,1,0.5937917830750341
95,1,0.5983132977491415
96,1,0.6452793792410668
97,1,0.6118911819124228
98,1,0.6268772147392174
99,1,0.622587392633026
100,1,0.531746937786144
